rating	title	text	sentiment
9	Awesome	I loved it , it is fun and you just want to know what is going to happen in the next episode I read some of the reviews, maybe it has a few flaws not perfect, but it is fun to watch. I truly enjoyed it Also I do not understand why some persons think that the good reviews are paid by netflix, every one of my friends who saw this show liked it , so it must be kinda the majority of the opinions	1
1	Super sexist show	This show is super sexist. Anyone who cannot see it is either blind or just believe in a male-dominated world, and you can't reason with those type of people. I started to watch it, because a lot of people recomanded it. now I should take a closer look at who are my friends.	0
10	Awesome!	I think it's Really Awesome in every angle. All of actors were very professional & perfect.	1
9	Pitch perfect	"Great series! Writing, acting, characters are on target. Crooks are both smart and dumb, like real criminals. You get to know the characters and come to like some from the start, like others early and then come to dislike them and two of them (for me) were never likeable (one a weasel, the other a bully). The plot twists and turns and leaves you wondering how this new problem will be resoved. Delightful.

I recommend against binge watching this. Watch an episode a day -- kind of like a wonderful piece of candy once a day -- it's a treat."	1
10	Mind blown repeatedly.	This show is an unrivaled masterpiece. I want to give it a 12/10. I found it on a complete whim and was drawn in immediately. If subtitles aren't your thing, fear not, you'll forget they're even there halfway through the first episode. The acting is superb, the storytelling is insanely wonderful and the number of left turns this thing takes will literally make your head explode. i can only hope a part 4 is in the works. I want more and more and more of this, please.	1
2	I feel scammed	"I don't know why there are so many positive review seriously... Watched the whole season before writing this. Acting is very good but...the plot is not. Most of the robbers reactions are stupid. If what you want is watching high quality content don't watch this. There's no social criticism or whatever...really.

SPOILER : Tokyo's voice over will spoil the end of the show on episode 1 in the first minutes."	0
1	Plot holes	Like one reviewer said, if you enjoy stories with countless plot holes, unlikable/irritating characters, bad acting, pointless monologues, and complete nonsense, then this is a must watch. Season 3 is worse. if you want to enjoy it, turn off your brain.	0
2	"Copy of ""inside man"" of Denzel Washintong and Clive Owen"	"This show is too much alike to the movie ""inside man"" of 2006 in wich Denzel Washington and Clive Owen make a perfect interpretation. The same turns... and the same tricks to fool the police... there are so little differences. They could do something diferent but the copy the same thing. If you are thinking of watch this show... better see the movie ""Inside man"" that is way better than this one and is original. The performance of the actors are ok... Is well filmed.. But is a copy ..."	0
1	So many plot holes that u get bored at some point	It promises a lot at the begging, but it seams that as they wanted to make it more complicated they made so many bizarre mistakes and really nonsense scenes, that makes u wanna stop watching it immediately.	0
1	Amazingly terrible plots alert.	When I watched the trailer, I thougt it's goona be an interesting TV show. However, it is filled with studpid plots and the characters make tons of unbelivable mistakes. They seemed so professional in the trailer, somwhow they're just some dumb amatuer robbers in the show. If you really want to watch this show, remember turn off your brain when you watch it. Otherwise, you will be as mad as I.	0
10	Never leaves you off the hook	What an amazing TV series, it literally never stops to surprise! Great plot and plot development and amazing acting. The best I've seen so far, HIGHLY RECOMMENDED!	1
10	Best series I've seen so far	Do yourself a favor and watch this series. Mindblowing, speechless, amazing.	1
1	Supporting children killers!!!!	"Shame on you supporting Israeli IOF ... All the world saw what they did in just 11Days they killed more than 200 people among them 68 children !!... really you supporting those terrorists !!

Free Palestine 🇵🇸"	0
1	FREE PALESTINE ❤🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸	FREE PALESTINE ❤🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸 Free PALESTINE✅❤❤❤🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸	0
1	Here for Palestine 🇵🇸	Down with the israeli apartheid and it's supporters.	0
1	FREE PALESTINE	"Free Palestine.

Israel koyak!

#israelkoyak.

Israel kill children!

God bless Palestine!"	0
1	Free palestine	An artist is an ambassador!! Your ignorance cannot be excused ..	0
1	Tomemos la neutralidad en la cuestión palestina	"Don't defend Occupation, ethnic cleansing.!!

Free Palestine."	0
1	Zionism	The cast supporting zionist is*** 👎🏻 So disappointed and ashamed of them .	0
10	Don't take life too seriously - great show	"I can't believe the number of people rating the show so low and taking it so seriously like it was based on a true story or the producers are asking viewers to hand in their kidneys or their first born children.

Its just a fun fantasy show and all you need to do is sit back, relax and enjoy the ride. A great show that hasn't come from Hollywood should be celebrated.

I enjoyed every second of all 4 seasons and you will too. Can't wait for season 5 starting in a week. Fantastic show."	1
10	Money Heist	La Casa de Papel is a very good TV show overall. I really enjoyed it. The plan of el profesor, the narration by Tokyo, the relationship between characters. The two first seasons was very great. The third season, at the beginning, i felt that become more a fan base but when you watched it all the season it still have some great moments: mysteries, suspense, dramatic, funny, psychological moments. I recommend this Tv show. It was a very good experience overall. The season 4 have still some great moments and the end want to see the season 5 for sure.	1
10	Brilliant show	This is brilliant show of Netflix ,I don't why it's imbd rating 8.3 it should be 10/10.	1
10	Amazing web series ever	Waiting for season 5 . amazing mindblowing superb series ever .	1
10	Awesome 💥💥	Nice story, awesome screen play, strong acting , especially the professer and Berlin characters	1
10	Most amazing	Money Heist is the most amazing tv series I've ever seen	1
10	Best ever series	Must watch all season. Really enjoyable web series.	1
10	Must watch!.	Amazing series!!!.Just avoid the hate review go and check it out amazing directions,cast,story.can't describe in words.	1
9	My rewiew	A very good production. I watched it without getting bored. I would recommend it to everyone. I am looking forward to Season 5.	1
10	More exciting trilling and waiting	It never seems to bore you. Maybe giving you about 31.5 hours (upto S02 ) of sitting at the thorn in the curiosity. Must watch and enjoy..	1
8	Completely Mind blowing	I'm highly recommended . Please watch and also say other. Waiting for next season.	1
1	Worst	More than worst. Just a fckng waste of time. Dont waste time watchinf this just watch 'Spartacus' and you will be amazed by seeing.	0
1	worssttt!!!	Everything is illogical in this show so much overrated	0
1	overrhyped	Why this show is so much hyped the rating of this show must be 6	0
1	Complete Nonsense	Worst directions worst story line but good acting, not worth watching	0
1	Beurkkkkk!	"This series doesn't make sense. Absence of logic. The police inspector in charge is the worse i've seen. They're talking about their plans at the coffee shop. It's a nightmare of a series. Potential was good, but lots of the scenes are illogic and wouldn't happened in real life. The robbers and police tactics is just not believable.

I rather watch an avenger movie, it made more sense. I'm not blaming the actors but the script. Somehow, they always find a way to get out of it.

Sorry it's a no for me!"	0
1	Utter nonsense	I don't even know where to begin, just 2 words 'skip it'	0
4	Criminal sympathiser series	1st season was good.. but once they come out of mint, how do they cross city border? How do they go out of country? Where do they hide 1 billion euros, in their underpants? When tokyo alone escaped they activated operation cage to block all city entry & exit points. They didn't do any such thing to save 1 billion euros & nation pride.. An honest police officer & honest mint employee suddenly support criminals for personal reasons	0
1	Overrated	It was ok for about a season and a half,but then they just started recycling stuff to make the show last longer,and they aded some weird superhero fearures to the charcters. In the end I started hating it because it was so overhyped.	0
1	This is embarrassing	First two seasons were good, good idea and good acting. later on this is lets take money wile we can. such big mistakes in script, rambo is little boy for few hostages. Arturo can make 2 times rebelion stab with scissors and come again inside and everybody is ok whit that. reality is no longer priority, let's make fake tension that way it would be better. You ruined good show, Money heist team you should change profession. Don't make trash like this anymore.	0
1	Worst acting and specially this naiive actor tokio	All events are expected not as sophisticated as prison break	0
1	4 episodes stretched into 4 seasons	I had high hopes when I started it but it was my biggest time waste it was like they didn't have good writers for more content thus they stretched 4 episodes into four seasons I don't recommend it's same if you watch first episode and last you won't find any thing different	0
10	The biggest heist in the history of mankind	The plot is considerable to the core, contains twist in ending of each episode. Also , the acting is strong enough to the carry out the role.	1
10	One of the best thrillers	Just completed the season 3 and can't wait for the 4. Just diabolically beast type of thriller TV series	1
9	What a great series	The actors snd actresses, the pace of the story... well done Spain, this is a great series. I will watch it again while waiting for n.3	1
10	10/10	One of the best tv series ever, full of drama . amazing acting from all the actors and actresses. It's a must watch series. Puta Mierrdaaa	1
10	Perfectly balanced	The most great TV shows series in the history, you will never boring	1
10	Very good observation of phychology	I loved this serial not only for the good scenary and details that kept me tied to the screen I also appreciated the psychological evolution of the characters, how they started to attack one another despite being good friends before. And also the behaviour of the prisoners and how they can change opinions under threats. Congratulations! Its been long time since i have seen a good film	1
10	Great!	I am not good at writing reviews. So, when I say this is a great show, believe me it is.	1
10	The brest of Netflix so far!	Excellent series. A must watch. Acting is great and so refreshingly different from the typical US shows dominating Netflix.	1
10	Heist with Thrilling mystery one of the best Heist Mobir/Tv plot	Series Starts with one aim and took turns in every episode, suspense and thrill portrayed very well ans and editing is outstanding which connects storyline.	1
10	Brilliant show	Acting +story line is superb .. must watch show if u have liked breaking bad n given 10/10 then its pretty much same	1
10	Awesome!!!	Love this series.. very good making, great actors, and a fascinating story! For everyone who loves series like prison break or breaking bad ist this a must see!	1
10	Perfect	Beautiful!! The whole serie is perfect with an good ending and good cast	1
1	Season 3 is a complete letdown	Everything has honestly become so cringe worthy and unrealistic that it's just so embarrassing to watch it anymore. I lose sight of the message they are trying to send with this show anymore, and it's no longer worth watching. Save yourself the time.	0
1	Please stop at season 4	Fot me season 1 & 2 was very good but when they get famously and announced seasons 3 its ok until that and now s04 is fully disappointed. #Please stop milking that COW	0
10	Its Chaos in Madrid and going to be a WAAARRRR!! in Season4	Recently watched season 3, and its just amazing. Its an adrenaline Ride. And the way it has ended, i am really looking for season 4.	1
10	Amazing.	One of the best series I've seen. Every single episode is more exciting than the other one	1
1	2 characters make this whole show unwatchable	"Well there are two characters ""Tokio"" and ""Rio"". They are literally piece of garbage."	0
1	Turn your brain off and watch it	Not sure how this got such a great review! Lot of plot holes. The Spanish police is portrayed as a very incompetent.( The snipers especially) I won't be happy at all to see such a series if I was a Spaniard!	0
1	Poor plot	My first points that I don't enjoy movies/ shows that are not consistent within their own universe. For example we have this professor who is supposed to be brilliant but obviously makes irrational/ stupid decisions. But there are many examples of such occurrences from different characters. Secondly I don't find the plot so original. They borrowed ideas from a few movies/ series and they put them together. I gave it a 1 because I find the 8.7 irrationally high.	0
10	Loved it	I mean i have seen hundreds of series all my life and this has definitely made a place in my top 5. I mean each character did an outstanding job with the role . There are few things which are hard to digest but other than that it was a perfect one.	1
4	Have potential but the execution is so bad	Cringey, plot holes, lazy writting, plot convenience, deus ex machina, too unrealistic, the main girl is boring and irrelevant, too much high school drama. Do not watch this, you'll waste your time.	0
10	Just awesome	One of the best TV shows I've watched so far. Excellent work ..	1
10	Best heist series of all time 🔥	People who are giving one rating probably don't know how to watch a TV show ..... Rip to them 😢	1
10	Mind blowing!	Wow this show is mind blowing I'm in love with each and everyone of them, every character had their own right with the scenes , the acting is top notch I applaud everyone for that brilliant performance, I'm in love with the professor period. Thank you so much for the amazing and hopefull ending, I know they are thiefs but they had my sympathy to wish they succeed in their operation.	1
1	Overrated	Probably the most overrated TV series I've ever seen	0
1	So overrated	I really can't understand what does one find in that show. Sloppy, full of voids and silly politics...	0
10	Ausm tv series	One of the best serious far better than many American TV series. Loved it	1
10	I'm mesmerized and sad, that it's over!	It's 4AM and I still want more! But wow just WOW. This was the best series I've ever seen. I don't even speak Spanish. How the director/creator put this together just amazes me that there's that level of brilliance out there somewhere. It's a series that will make you feel every emotion. It's a series that will make you click next episode even though you know you should be getting to bed. It's the only series that not only I've written a review for, but going to watch all over again, right away.	1
10	Best series since long time	My boyfriend and i got really caught into this series, it's just great and full of unexpected moments. You just can't guess what happens next. The actors are awesome, each one of the main characters plays their role so authentic. I love that Netflix used the original language and didn't double it in English, this way all the emotions are brought 100% into the series. Great job! Unfortunately we have to wait until 2019 for the next season :(	1
10	One of the best series	"I love it all!

Best Series after Breaking Bad.

It never gets boring to watch it. So sad there will be no season 3."	1
1	They support the apartheid state	"How can the heroes of a series against injustice and oppression support an apartheid state or what you call ""Israel""!! And they appear on their channels and hold talk shows with them! You are not really heroes, you are supporters of terrorism and all forms of apartheid carried out by ""Israel"". #FreePalestind 🇵🇸✊🏻"	0
4	Time heist...	The only thing they are actually robbing is your time of life. No idea how it came that bad after the first season...it could have been a good series.	0
8	About La Casa De Papel	If it wasn't for season 4, I would have given it a 9. What was that gun scene?	1
9	Everyone was amazing. The casting was done nicely and especially the professor was too good in his own personality and acting	Everyone was amazing. The casting was done nicely and especially the professor was too good in his own personality and acting.	1
8	really cool!!! exciting show	I think it's very exciting, there is always tense, the characters are really badass, i love them, so you can't resist to bing watch the whole series, of course there are tiny logic mistakes but you don't have to overthink it, and i'm not trying to normalize a heist in real life either just enjoy the show can't wait season 5.	1
8	Some people who gave retion 1/10 They did see well	So If me I gave retion 8, because they Action well then amazing powerfully,so I am waiting the next episode, for now I am still 50 50 because I don't know what could be the next episode 👍	1
10	Super show	I have watched all sessions and I am very grateful for creativity thinking for the direction.. what a story and implementing level is no one can beat... this show is full package of entertainment...	1
9	My favorite Spanish ever	Thank you Alex Pina 4 the great series. Season 1-2 are originally the telenovela TV soap opera style that is 2 heavy 4 my liking. Its not bad season but need the multiple viewing 2 understand what the heck is going on. Then season 3-4 is the netflix blockbuster action adventure with higher budget. This one easier 2 understand in 1 sitting. Overall, its still the great series 2 kill more time. Bring on season 5, baby.	1
9	Great	Such wonderful series, amazing script and production's on top. Quality never failed, and characters were interestely original; never quited watching it. I got to say it was kind of repetitive, but still, got both of my eyes stuck on the screen all the time.	1
10	Good hiest series	Money Heist is a very good show it is having a very good actor like falling if he is the more I like him the next one is the professor professor and his girlfriend Marino that is also very beautiful the other character that is to Q that is also very beautiful and I like this series it is full of suspense and thriller and action so everyone can enjoy without boring.	1
10	My opinion from The Money Heist	I love this serie, its incredible the serie is amazing, it doesn't has any error, its perfect.	1
9	La casa de paper / Money heist	Watched money heist few days back.simply it is a proffesor graph series in my opinion. Wow,superb words are not enough for this series Just Amazing .Eagerly waiting for 5th season.	1
8	This show is not that bad as it seems	"I would agree with what most people has been saying. It should have ended in season 2. But it doesn't deserve 1-5 rating.

This show has few boring parts compare to Breaking Bad. Not comparing tho! Money Heist may not be the greatest show but it is indeed the greatest heist show I have ever seen.

And it would be illogical to compare this show with Prison Break cuz PB is a completed series. Money Heist isnt. But I have high hopes that it will have an epic ending."	1
10	Wow	I never seen this type of series. It's my best series in the world,now just waiting for season 5.	1
10	Isaiah's review	Absolutely my favorite show, above and beyond, never knew what was happening it's a chess player show and I love it, always surprising you in some way, a recommendation for sure.	1
10	One of the best series i have seen in a very long time!	Fast paced, plot twists, amazing story... Mind blowing series.. can't wait for the next season!	1
10	If you are a Hollywood super-hero movie fan then, you will not like this.....	If you are a Hollywood super-hero movie fan, then you will not like this, the story line reflects a real life situations, ok some of the characters are dumb and behave erratically, but that also happens in the real world. For the people who rate this show poorly all i can say is, go watch spider-man or other movies alike. Can't wait for season 5.	1
10	The best series I ever watched...	It will take you to a joy ride of strong emotions which has thrill, love, suspense.	1
10	You mean Money Heist ( la casa de papel ).	"😍 Awesome I love it. Fantastic role of Professor. The whole series create Great situations on every Moment. I am really excited about next season.

Director Hurry up?????"	1
10	Masterpiece!!!	It's one of the best series ever i seen! Every episode twist and twist. I enjoyed all seasons. Waiting for next season.	1
9	Outstanding!	This show is awesome. Thriller, crime drama and a little bit of root for the bad guys.	1
9	Such an addictive show	I thought the whole show was excellent. Lots of user reviews thinking they know how to pull off a heist better, but I would definitely recommend :) will leave you walking round the house singing Bella ciao	1
10	Bloody brilliant	Not really understanding all the 1 star ratings on this show as it deserves nothing less than a 10. I'm not one to watch TV shows or movies in other languages, but this grabbed my attention from the beginning and had me at the edge of my couch at the end. Such an emotion felt series with a crazy storyline. Highly recommend to anyone who has the thrill for something exciting!	1
8	There was no need of season 3 &4	I very much enjoyed season 1&2. Season 2 ending was beautiful and they should have stopped at there. Season 3 is not that bad and Don't ask about season 4. Take my advice and don't watch s4.	1
4	Chiche	I can't fathom why people are hyping it. Its plain dumb and boring after 1st episode. Story is full of plotholes and devoid of logic.	0
1	What a load of rubbish	Who watches this tripe? Seems to be episode after episode of love triangles, people shouting over nothing, ridiculous love stories and an extremely desperate police detective. It's so slow and boring, can't understand the high ratings.. don't get me started on season 4.. all the women are smart and the men/police absolute fools? Terrible representation of Spain's military and police force. Just terrible and the action scenes are all bullets flying around with no reason. Also, too many plot holes that I don't know where to begin.. don't waste your time.	0
1	Professor OR Soap Opera Conductor.	Why there is a hype about this sitcom? Professor looks more like soap opera conductor. Too long and boring stories each character. Love and emotions of every character is not required to build the story. I kept the TV on and went to sleep after about 4-5 episodes. When I got up it was 9th episode and the heist plot has not moved an inch. Waste of time.	0
10	I'm bit confused	"I hope we never see season 5, please cancell this show, pleaseeeeee

This should be ended after season 2... season 4 is worse of GOT season 8...."	1
1	Last episode	This one pretty bucked up. Just stretching it somehow.	0
1	Don't get the hype around this TV series?	I've watched 2 episodes and I can barely make it to episode 3. It's THAT boring. And I live in Europe, where this show is supposedly popular (according to Wikipedia). I don't understand the hype around this show. Too bad, because the narration in the first episode was interesting, as well as the story.	0
1	Most over-hyped show and a waste of time	It's a total BS show and a complete time waste. The plot is too convenient for the robbers, the police is shown super stupid. Common sense is completely ignored to make the plot more dramatic. I don't understand how can it have such a good review at other places.	0
1	Useless. Over hyped.	I don't understand why this series so over hyped. Over emotions. Waste of time	0
8	Season 4 sucked	Season was just completely out if order and they tried so hard to make surprises and all that but they tried too hard.. The shooting scene was the worst piece of TV show I've watched so many bullets aimed at a dude with no cover and he survived.. RIDICULOUS	1
1	WORST THING I EVER WATCHED	It was so bad that i had to make an account onn imdb to leave my comment for this series. It is yucckkkkkk. literally the more i watched the more i was building up anger in me to watch world's most lame screenplay. Soo many emotions in one time. Every character sort of tooo dramatic in delivering dialogues. Even writing this rebiew right now i am angry. Piece of s*** Don't watch it guys or else u will want to kill urself i am telling u.	0
10	Marvelous Series	This is the most addicting series i have ever come across. If anyone has a slightest of interest in Suspense/Thriller/Crime then this is a go-gun for you. This series deserves everything appreciation and recognition	1
1	A good plot but ....	A good plot but writers over complicated it with unwanted, unnecessary and unrealistic twists. Honestly the whole thing should have ended in season 1 and be done with. They stretched it to a point of boring the viewers.	0
8	Season 4 is an awful addition to the series	"After two masterpiece seasons with epic plots that made the show really entertaining

Season 3 and 4 are totally seasons with alot of stretching in the story And at the end of the day season 4 Ended with nothing new"	1
10	It's a pity	Why did they create a masterpiece just to ruin it by stalling in season 4, money is the answer. It's obvious that they filled up 4 episodes chasing Gandia with one goal, to extend to a fifth season.. No more views money heist we resist...	1
4	Went down.	Wow how things moved up then down the ground. First 2 season were awesome, the third and fourth are just trash talke with no clue about the storyline. Should stick with just the first 2 seasons.	0
4	Season 1 & 2....Excellent, but Season 3 and above...poor	It should have ended at season 2. But the producers and Netflix wants to make more money. Season 3 and others are more like fantasy or fairytale kind of story. Time wasting.	0
10	Love it!!	I think money heist got extremely high numbers of fans from Pakistan. Love it we all do lots of love from Pakistan	1
8	Fantastic series dragged	"Season 1 & 2 were awesome 9/10 Season 3 decent 7/10 with superb fantastic finale 9/10 (for that episode only)

Now here Season 4 arrives and became very unrealistic and unnecessarily dragged. Could have been better. 6/10

Overall 7/10

Stop after season 2"	1
10	Show you must watch before dying	I have never rated anything 10/10 in my life but after watching 2 seasons of this which itself is complete i would say that this show is the best show i have ever watched till date. I don't want to watch the season 3 because i am afraid it will be not as great as the first two seasons but i can't stop myself maybe this show has more surprises who knows!	1
1	Hostages kindergarten	If i had such annoying hostages i wouldn't want this hesit no more	0
2	Brazil vs. Cameroon, Robbers vs. Police	Who do you think will win? Brazil. Who do you want to win? Cameroon. The Brazilian players are not very likeable. The players from Cameroon are not the brightest, but atleast nicer than the Brazilians. Oh, and the amount of luck for Brazil is reaching a 10 on the scale of laughability. Is a game like that fun the watch? No. I would advise you to watch a more fun game.	0
4	Overrated... Gets boring in first season itself	I think this tvseries is overrated. It's gets boring after initial 6th episode itself. The concept is great but the creators messed it up. If u can bare the first season second season is somehow beter. But for that one has to surpass the 1st season. Once thwy get inside to rob, it looks like they are on a vacation. I personally think this show would have made better with the great script it already has git, but it didn't get executed well.	0
10	An absolute brilliant work	It is one of the best series in the world. Great storyline and acting. once you start to watch it, you can't stop. you can't sleep without knowing what's next. If you really want to have a good time, go for it.	1
10	Absolutely brilliant sit back & enjoy the ride	Without doubt one of the best tv shows of all time. I have watched all 3 seasons in 4 days. I feel exhausted with so much excitement. Cannot wait for season 4	1
10	Perfection	One of the best series in action,crime and thriller. Love all the characters specially pedro Alonso's and also hats off to professor.Great work, best of luck for series future.	1
10	Its a must watch!!	This series is a complete package. With very good script, direction and acting this series makes you feel emotions of every character. I have seen few more heist movies but this is untouchable. Liked professor and Berlin's character the most. Tokyo was irritating at places.	1
10	About cliffhanger	So nicee.. very interesting,I recommend you watch,I enjoyed it very much when watched that cliffhanger	1
10	Mohammad Al Bilani	"In short, IT'S A MASTERPIECE!! 😍 Every single episode is full of suspense, you don't feel like there are any filler episodes.

Every single character is special and unique in his/her own way. You would easily feel interested to know more about their background story before the heist.

It honestly should be number 1 on IMDb for all the excitement and thrill this show provide you. From the very beginning of the show, from the first episode, it gives you a great first impression and it doesn't fail your expectations."	1
10	Bella Ciao	I would say this is great ... from the act.... to the tactics to the ideas ... to the music ... to the ending ... One of the best I have seen .... Bella Ciao	1
10	Perfecto !	Amazing characters , amazing writing & directing. The professor character was truly captivating. A story full of suspense, excitement & emotions. You must watch it & enjoy it.	1
10	The best i ever seen	I am fan of movies and series that show facts that are so close to reality and its the first time i ever seen something like that. It was so beautiful because it has a lot of drama, agony, death, laugh and love. By my opinion it was so good as the Titanic and Jurassic park. If someone does not seen this yet i consider to see it.	1
9	Great show!	"SPOILER: Season 1 is simply great. Why?

Great story. Great acting (by most) Great characters Great pace

There are some flaws here and there, true. But this is something one should watch with the mind switched off and see it as an adventure. If you look for the illogical and try to analyse the 'plan' one may as well skip this show.

Example: The tunnel being build 5 years before, toward a federal building. Complete BS of course. But really, who cares?

Just lay back and enjoy this GREAT ride...."	1
10	BRAVO! Well done!!	"A gem of a TV show. Part 1 and 2 were maganificent! Well written! acting was phenomenal! Binge worthy! This is in my top 3 best TV shows; along with GOT and DARK. This covers everything you need in a TV show with action, thriller, suspense, love, and bits of funnies especially with Berlin.

Ignore the negative reviews, trust me, I'm a stickler for reviews, watch it, this won't disappoint you. Thank you Alex Pina and others for La casa de papel. Bravo!"	1
1	Kindergarten class try to rob a bank	Extremely annoying characters like that kid from walking dead, all of them. The police inspector is especially annoying and incompetent. The hijackers behave like small children, constantly arguing and picking ridiculous fights. You start hoping they die. Constant monologues and unnecessary filosofical pauses. The police tent of operations is also open for all public to visit. And oh how the plot hole list goes on.... It has more holes than a swiss cheese. Should be in dictionary for overrated. To enjoy go see with zero expectations.	0
1	They probably never heard about demonetization	Anyone with even a basic understanding of economics won't be able to watch the stupidity unfold past the second episode. Everything feels forced and unjustified. Utter garbage! Two thumbs down along with my toes as well.	0
1	Bad series for reality lovers	The show is trying hard to be realistic although it is not at all .. overdrama about every situation .. you feel like episodes are empty nothing new . Plot holes everywhere . Unnesecerry conversations . Idea is new and acting is not bad .... nothing to be special . P.s : Its like an indian movie . Amazed of this high score .	0
10	The best ever till now!	This series was one the best ever thriller i have seen in recent time. It's was like an addiction to binge the entire series. The characters are extremely well chosen and they play an amazing part through the entire play.	1
1	Unrealistic Money heist	Makes Too often too less Sense. A Genius put the worst criminals you can Imagine, to the worst team you can Imagine. A love story, sry 2 love storys or 3!?, this is for fans of Twilight or csi new York etc	0
8	MASTERPIECE!!!	"BRILLIANT SERIES!!In every way ""la casa de papel"" is stunning!It describes the feelings of a common south European citizen at this time about the economy and society!Great actors!Great script!Great music!Great scenes!Great plot!10' from a Greek fan!!!"	1
10	There is comedy in this series it's called Pedro alonso	Pedro Alonso brings the comedy to this series...he is a phenomenal actor.i can't stop laughing when I see his acting what makes this series sooooo good.All the cast are very good but he is too good.i am addicted.	1
10	Loved it!	From the first episode it was perfect ! Everything was such well thought and placed in the series . Every episode revealed as much as you need to know but also built up anguish in order to keep watching it! Really waiting forward to see the next season!	1
1	Real Junk	The plot is full of loopholes, the rhythm is tardiness, and the acting is pompous, completely dishonor Netflix's reputation. Pinch my nose and shorten my pain by fast forwarding. I do not hesitate to give ONE star!	0
10	Drastically reeled me in, in love.	Yes there are a few holes clearly left wide about, but this is a very big storyline to fill. The show is so well put together for being such a great heist story. I fell in love immediately. The last episode of part 2 had me in overwhelming tears. That's when I know a show could not have possibly gone more perfect. I don't understand how there could be such negative reviews about it. It really portrayed an amazing eye opener to who really are the good guys and bad guys of certain criminal activity.	1
10	Epic tv show	Love it so much, and I am a very critical person when it comes to tv shows. But I definitely liked everything about this show, plot, music, and most of all the cast ! Amazing one !	1
2	The dumbest series I've ever watched	At first it seemed to me that the series had a very coassist idea, each hero has his own character and story. But already in the third series there were first doubts about the competence of the screenwriters of this show. I have not seen such stupid plot twists and such a number of love lines in any series about robberies. How this series got such a high mark remains a mystery to me.	0
2	So many flaws and holes!	"The holes in the scenario are SO many! There are things so unbelievable that it is obvious that are occuring just because the writers wanted to reach a predicament, they make no sense! First of all, the thieves leave the hostages alone all the time! Hostages try to help themselves escape in the most ridiculous ways, and no one hears them?? And all the while people are having sex with each other in there? And all the while the Police chick has time to go out on a date???

So very flawed it is hard to watch."	0
10	Perfect	This is one of the greatest Tv series that I have seen in the last a few years. I persistently recommend you to watch it :)	1
1	What's with the rating? Most overated show I have ever seen...	Soap opera with forced storylines that make no sense at all, plot holes bigger than craters on the Moon and characters that are just doing whatever they want in a show pretending to be smart. Most unrealistic character for me after seeing just the few episodes would be that police negotiator. What were the writers thinking? She would be replaced after the first day of that mess...	0
1	An indian movie is better	I've started to feel that I'm watching an indian movie. The huge amount of unreasonable scenes made me stop watching la casa de papel.	0
1	Hopelessly boring	Casa de papel is the most tedious boring series I have seen so far. The story rattles on all sides, the dialogues are uninteresting and unnecessary and the actor talent just isn't there. It is therefore a mystery to me why the story of Casa de papel should be spread over 4 seasons. Deserves no more than 4 stars.	0
1	Ridiculous	Ridiculous, unbelievable, boring ! Who cares of what happens to those thugs ? After 10 minutes, I was hoping they would all be killed. Stupid nonsense and waste of time. No interest at all. I really wonder why so many people find that contemptible story about contemptible characters....	0
1	An Absolute dumb series..	"Seriously what's wrong with the high ratings...

I cannot digest ,the cheif inspector ,knowing who the professor is ,but still playing like a teenage girl misled with love, and despite knowing the hanger address is there even an Iota of logic why Angel ( After recovering from Coma ) and the inspector not telling the others about that..?

This series for some reason make a mockery of viewers and couldn't even understand why it is getting these high ratings."	0
4	Truly overrated	Too many political correctness clichés (strong wamam, meanies bullies etc ...), a Netflix show bringing its political agenda to Spain. Anyway the real problem is that the show could be great but it is heavy flawed and get dumber every passing episode. It is a problem because the plot has a real huge potential. Basically the plot is based on the very elaborated plan of a mastermind (the professor) to rob a bank... great.... but he choses the worst people for the job (psychopath, hysteric girls etc ...). Eventually it doesn't make any sense.	0
10	Amazingly good show	This is truly one of the best shows I've ever seen. That may sound like hyperbole but it's not, it's really that good. Great story, compelling characters and outstanding acting.	1
10	best series ever!!	I really cry in the end,also the way it end and i canot see it anymore!!! i want mor season!!!	1
1	Really? (Facepalm)	"Please someone tell Tokyo to look at people and camera like a normal, usual human being not like an ox. Does she really consider her look sexy ? (I am gonna be sick) Inspector has only one expression for all situtations which makes me bang my head up against the walls

and yes the show is... (Now, I am vomiting)"	0
1	FREE PALESTINE	FREEEE PALESTINE 🇵🇸🇵🇸!!! YOU ACTORS SUPPORT THE ZIONIST ACT AND ISRAELI POLICE BEHAVIOUR AGAINST PALESTINIANS !!!! LA CASA DE MIS BOLAS !!!!	0
1	Do not support terrorism! Free Palestine 🇵🇸	Do not support terrorism! Free Palestine 🇵🇸 You cannot be a human and support zionisim Free Palestine.	0
1	Spoof of some army flic	It is a comedy show specially with gandia and its army. Please save some time and don't watch it.	0
1	Cherish your time if you want to watch the S5	Come on just end on S2 ok? S5 is totally different style TV series, only gun fight? Just shooting and shooting~	0
10	Best Tv serise	Amazing robbery plan And writing for alixpin. I love this series im wating for seson 5 (3) September. And profeser it to smart person.	1
